,Year,Tm,R/G,Outs,RC,RC/G,AIR,BAbip,BA,lgBA,OBP,lgOBP,SLG,lgSLG,OPS,lgOPS,OPS+,OWn%,BtRuns,BtWins,TotA,SecA,ISO,PwrSpd,Playoff
132,2004,Houston Astros,4.96,4318,859,5.3,112,0.293,0.267,0.271,0.342,0.343,0.436,0.439,0.778,0.781,99,0.527,-6.9,-0.9,0.75,0.288,0.17,120.6,1
133,2004,Kansas City Royals,4.44,4362,711,4.4,110,0.293,0.259,0.272,0.322,0.34,0.397,0.436,0.72,0.776,86,0.422,-122.3,-11.5,0.655,0.226,0.139,92.6,0
134,2004,Los Angeles Dodgers,4.7,4358,812,5.0,107,0.291,0.262,0.264,0.332,0.334,0.423,0.427,0.755,0.762,98,0.497,-15.1,-1.6,0.716,0.269,0.161,135.8,1
135,2004,Milwaukee Brewers,3.94,4381,722,4.4,111,0.3,0.248,0.27,0.321,0.341,0.387,0.437,0.708,0.778,83,0.441,-144.6,-13.9,0.669,0.256,0.139,136.5,0
136,2004,Minnesota Twins,4.81,4391,811,5.0,111,0.29,0.266,0.273,0.332,0.341,0.431,0.438,0.763,0.779,96,0.479,-41.0,-3.9,0.724,0.269,0.166,144.3,1
137,2004,Montreal Expos,3.92,4399,705,4.3,115,0.273,0.249,0.274,0.313,0.347,0.392,0.445,0.705,0.791,79,0.428,-191.4,-18.3,0.653,0.247,0.143,126.6,0
138,2004,New York Mets,4.22,4411,736,4.5,109,0.282,0.249,0.267,0.317,0.339,0.409,0.433,0.726,0.772,88,0.447,-102.5,-9.9,0.682,0.268,0.16,135.6,0
139,2004,New York Yankees,5.54,4321,914,5.7,108,0.285,0.268,0.268,0.353,0.336,0.458,0.43,0.811,0.766,111,0.54,103.9,9.5,0.795,0.32,0.189,124.7,1
140,2004,Oakland Athletics,4.9,4415,866,5.3,109,0.3,0.27,0.269,0.343,0.337,0.433,0.432,0.776,0.77,102,0.506,23.4,2.0,0.733,0.273,0.163,75.3,0
141,2004,Philadelphia Phillies,5.19,4398,912,5.6,115,0.297,0.267,0.275,0.345,0.348,0.443,0.446,0.788,0.794,98,0.546,-16.4,-1.8,0.77,0.303,0.176,136.5,0
142,2004,Pittsburgh Pirates,4.22,4333,726,4.5,110,0.298,0.26,0.268,0.321,0.34,0.401,0.435,0.722,0.775,87,0.448,-115.1,-11.1,0.658,0.22,0.141,87.3,0
143,2004,San Diego Padres,4.74,4323,825,5.1,102,0.301,0.273,0.257,0.342,0.327,0.414,0.417,0.756,0.744,104,0.508,58.8,5.3,0.709,0.247,0.141,75.7,0
144,2004,Seattle Mariners,4.31,4445,769,4.6,107,0.308,0.27,0.267,0.331,0.334,0.396,0.428,0.727,0.763,91,0.449,-66.1,-6.3,0.672,0.224,0.127,121.6,0
145,2004,San Francisco Giants,5.25,4354,924,5.7,112,0.29,0.27,0.271,0.357,0.343,0.438,0.439,0.795,0.781,104,0.556,45.6,3.6,0.772,0.298,0.168,69.6,0
146,2004,St. Louis Cardinals,5.28,4322,930,5.8,110,0.307,0.278,0.268,0.344,0.34,0.46,0.435,0.804,0.775,107,0.562,60.7,5.3,0.781,0.292,0.182,146.2,1
147,2004,Tampa Bay Devil Rays,4.43,4297,740,4.6,106,0.286,0.258,0.266,0.32,0.333,0.405,0.427,0.725,0.76,91,0.447,-69.5,-6.6,0.684,0.249,0.147,138.2,0
148,2004,Texas Rangers,5.31,4330,870,5.4,116,0.291,0.266,0.28,0.329,0.349,0.457,0.449,0.786,0.798,96,0.517,-46.7,-4.5,0.752,0.286,0.191,105.8,0
149,2004,Toronto Blue Jays,4.47,4325,742,4.6,113,0.298,0.26,0.275,0.328,0.344,0.403,0.442,0.732,0.786,87,0.445,-114.4,-10.8,0.674,0.241,0.143,82.9,0
150,2005,Arizona Diamondbacks,4.3,4405,811,4.9,111,0.285,0.256,0.272,0.332,0.343,0.421,0.433,0.754,0.776,94,0.507,-52.4,-5.3,0.715,0.282,0.165,99.2,0
151,2005,Atlanta Braves,4.75,4332,811,5.0,109,0.298,0.265,0.27,0.333,0.34,0.435,0.43,0.768,0.77,99,0.515,-13.5,-1.5,0.726,0.279,0.17,122.7,1
152,2005,Baltimore Orioles,4.5,4323,779,4.8,104,0.289,0.269,0.267,0.327,0.33,0.434,0.423,0.761,0.753,102,0.491,11.0,0.9,0.706,0.254,0.165,115.3,0
153,2005,Boston Red Sox,5.62,4271,943,5.9,108,0.31,0.281,0.273,0.357,0.336,0.454,0.433,0.811,0.769,111,0.584,104.0,9.7,0.787,0.296,0.174,73.4,1
154,2005,Chicago Cubs,4.34,4354,808,4.9,111,0.291,0.27,0.273,0.324,0.344,0.44,0.435,0.764,0.779,95,0.511,-53.3,-5.5,0.704,0.25,0.17,97.4,0
155,2005,Chicago White Sox,4.57,4370,762,4.7,108,0.286,0.262,0.272,0.322,0.335,0.425,0.431,0.747,0.766,95,0.476,-49.3,-4.8,0.703,0.254,0.163,162.6,1
156,2005,Cincinnati Reds,5.03,4333,886,5.5,108,0.302,0.261,0.269,0.339,0.339,0.446,0.428,0.785,0.767,104,0.555,35.6,3.2,0.76,0.304,0.185,108.7,0
157,2005,Cleveland Indians,4.88,4340,862,5.3,102,0.302,0.271,0.263,0.334,0.326,0.453,0.418,0.787,0.743,111,0.536,95.0,8.8,0.743,0.276,0.181,95.4,0
158,2005,Colorado Rockies,4.57,4344,786,4.8,118,0.307,0.267,0.282,0.333,0.354,0.411,0.449,0.744,0.804,85,0.499,-135.1,-13.3,0.69,0.242,0.144,90.7,0
159,2005,Detroit Tigers,4.46,4342,767,4.7,102,0.304,0.272,0.265,0.321,0.327,0.428,0.42,0.75,0.746,100,0.482,-1.0,-0.2,0.683,0.232,0.157,94.8,0
160,2005,Florida Marlins,4.43,4317,786,4.9,103,0.304,0.272,0.261,0.339,0.331,0.409,0.416,0.748,0.747,101,0.502,20.0,1.7,0.7,0.241,0.137,109.7,0
161,2005,Houston Astros,4.25,4346,746,4.6,109,0.288,0.256,0.27,0.322,0.34,0.408,0.43,0.73,0.77,90,0.475,-89.8,-8.9,0.686,0.253,0.152,134.2,1
162,2005,Kansas City Royals,4.33,4326,702,4.3,104,0.298,0.263,0.267,0.32,0.33,0.396,0.423,0.716,0.753,91,0.444,-72.8,-7.1,0.643,0.214,0.134,74.6,0
163,2005,Los Angeles Angels of Anaheim,4.7,4368,751,4.6,103,0.294,0.27,0.266,0.325,0.328,0.409,0.422,0.734,0.75,96,0.47,-33.0,-3.3,0.685,0.236,0.139,153.7,1
164,2005,Los Angeles Dodgers,4.23,4323,726,4.5,106,0.29,0.253,0.266,0.326,0.336,0.395,0.424,0.721,0.76,90,0.465,-75.3,-7.5,0.665,0.246,0.142,83.5,0
165,2005,Milwaukee Brewers,4.48,4310,787,4.9,108,0.298,0.259,0.269,0.331,0.339,0.423,0.428,0.754,0.767,97,0.504,-27.8,-2.8,0.71,0.269,0.163,108.9,0
166,2005,Minnesota Twins,4.25,4406,703,4.3,107,0.291,0.259,0.271,0.323,0.334,0.391,0.429,0.714,0.763,88,0.436,-99.3,-9.6,0.653,0.23,0.132,115.8,0
167,2005,New York Mets,4.46,4334,776,4.8,105,0.29,0.258,0.265,0.322,0.335,0.416,0.422,0.738,0.757,95,0.495,-48.3,-4.9,0.704,0.266,0.158,163.3,0
168,2005,New York Yankees,5.47,4295,944,5.9,103,0.297,0.276,0.266,0.355,0.328,0.45,0.422,0.805,0.75,115,0.582,130.4,12.1,0.787,0.297,0.174,122.9,1
169,2005,Oakland Athletics,4.77,4380,761,4.6,105,0.281,0.262,0.268,0.33,0.331,0.407,0.425,0.737,0.756,96,0.475,-32.0,-3.1,0.674,0.242,0.145,51.7,0
170,2005,Philadelphia Phillies,4.98,4290,876,5.4,112,0.306,0.27,0.274,0.348,0.345,0.423,0.437,0.772,0.782,98,0.555,-17.9,-1.9,0.755,0.285,0.154,136.9,0
171,2005,Pittsburgh Pirates,4.2,4393,743,4.5,107,0.297,0.259,0.267,0.322,0.338,0.4,0.426,0.723,0.763,90,0.469,-88.6,-8.7,0.664,0.233,0.141,95.7,0
172,2005,San Diego Padres,4.22,4372,750,4.6,100,0.289,0.257,0.258,0.333,0.326,0.391,0.41,0.724,0.737,97,0.475,-0.1,-0.2,0.682,0.253,0.134,112.4,1
173,2005,Seattle Mariners,4.31,4335,702,4.3,101,0.289,0.256,0.262,0.317,0.324,0.391,0.416,0.709,0.74,92,0.443,-56.2,-5.5,0.65,0.23,0.136,114.3,0
174,2005,San Francisco Giants,4.01,4352,702,4.3,109,0.29,0.261,0.27,0.319,0.34,0.396,0.43,0.714,0.77,86,0.447,-120.3,-11.8,0.643,0.22,0.135,91.3,0
175,2005,St. Louis Cardinals,4.97,4319,830,5.1,109,0.297,0.27,0.27,0.339,0.34,0.423,0.43,0.762,0.77,98,0.527,-18.9,-2.1,0.718,0.258,0.153,111.5,1
176,2005,Tampa Bay Devil Rays,4.63,4300,778,4.8,103,0.306,0.274,0.266,0.329,0.328,0.425,0.422,0.754,0.75,101,0.493,7.4,0.7,0.71,0.244,0.151,153.9,0
177,2005,Texas Rangers,5.34,4367,894,5.5,110,0.29,0.267,0.275,0.329,0.339,0.468,0.436,0.798,0.775,105,0.55,24.0,2.1,0.76,0.297,0.201,106.5,0
178,2005,Toronto Blue Jays,4.78,4339,762,4.7,107,0.296,0.265,0.271,0.331,0.334,0.407,0.429,0.738,0.763,94,0.48,-44.3,-4.3,0.685,0.236,0.142,94.2,0
179,2005,Washington Nationals,3.94,4370,692,4.2,104,0.293,0.252,0.263,0.322,0.332,0.386,0.418,0.708,0.75,89,0.439,-75.9,-7.5,0.642,0.224,0.134,65.0,0
180,2006,Arizona Diamondbacks,4.77,4419,812,4.9,117,0.294,0.267,0.278,0.331,0.35,0.424,0.452,0.755,0.801,89,0.484,-106.2,-10.0,0.706,0.255,0.157,103.1,0
181,2006,Atlanta Braves,5.24,4361,875,5.4,113,0.304,0.27,0.272,0.337,0.343,0.455,0.442,0.791,0.785,101,0.524,2.4,0.0,0.748,0.282,0.184,84.3,0
182,2006,Baltimore Orioles,4.74,4312,813,5.0,110,0.302,0.277,0.274,0.339,0.339,0.424,0.436,0.763,0.775,97,0.483,-21.4,-2.1,0.719,0.247,0.146,139.3,0
183,2006,Boston Red Sox,5.06,4346,897,5.5,115,0.298,0.269,0.281,0.351,0.347,0.435,0.447,0.786,0.794,98,0.524,-7.3,-1.0,0.758,0.291,0.166,80.6,0
184,2006,Chicago Cubs,4.42,4396,761,4.6,116,0.294,0.268,0.276,0.319,0.347,0.422,0.448,0.741,0.795,86,0.457,-136.6,-13.0,0.682,0.238,0.154,140.0,0
185,2006,Chicago White Sox,5.36,4338,914,5.6,114,0.305,0.28,0.28,0.342,0.345,0.464,0.445,0.806,0.791,103,0.534,19.0,1.5,0.774,0.28,0.184,133.4,0
186,2006,Cincinnati Reds,4.62,4355,837,5.2,116,0.29,0.257,0.277,0.336,0.348,0.432,0.45,0.768,0.798,93,0.505,-68.9,-6.6,0.749,0.303,0.175,157.8,0
187,2006,Cleveland Indians,5.37,4266,915,5.7,110,0.324,0.28,0.274,0.349,0.339,0.457,0.436,0.806,0.775,108,0.542,69.8,6.2,0.771,0.281,0.177,85.9,0
188,2006,Colorado Rockies,5.02,4391,864,5.3,121,0.31,0.27,0.283,0.341,0.355,0.433,0.459,0.774,0.814,90,0.515,-92.2,-9.0,0.737,0.27,0.163,110.3,0
189,2006,Detroit Tigers,5.07,4335,824,5.1,111,0.31,0.274,0.275,0.329,0.34,0.449,0.438,0.777,0.778,99,0.487,-19.8,-1.9,0.721,0.254,0.174,92.6,1
190,2006,Florida Marlins,4.68,4333,821,5.1,108,0.309,0.264,0.266,0.331,0.336,0.435,0.432,0.766,0.768,99,0.498,-4.4,-0.6,0.729,0.27,0.171,137.1,0
191,2006,Houston Astros,4.54,4418,800,4.9,113,0.286,0.255,0.272,0.332,0.343,0.409,0.442,0.741,0.785,89,0.477,-90.2,-8.8,0.701,0.268,0.154,108.7,0
192,2006,Kansas City Royals,4.67,4338,773,4.7,112,0.311,0.271,0.277,0.332,0.341,0.411,0.44,0.743,0.781,91,0.457,-76.3,-7.2,0.684,0.23,0.14,85.3,0
193,2006,Los Angeles Angels of Anaheim,4.73,4337,810,5.0,111,0.301,0.274,0.275,0.334,0.34,0.425,0.438,0.759,0.778,95,0.479,-40.6,-3.9,0.719,0.253,0.15,153.3,0
194,2006,Los Angeles Dodgers,5.06,4379,877,5.4,114,0.307,0.276,0.273,0.348,0.344,0.432,0.444,0.781,0.788,99,0.523,-11.3,-1.2,0.754,0.278,0.157,139.4,1
195,2006,Milwaukee Brewers,4.51,4314,770,4.8,114,0.3,0.258,0.273,0.327,0.344,0.42,0.444,0.747,0.788,89,0.471,-89.9,-8.6,0.699,0.261,0.162,101.8,0
196,2006,Minnesota Twins,4.94,4285,827,5.1,109,0.316,0.287,0.273,0.347,0.337,0.425,0.434,0.771,0.771,101,0.494,10.6,0.8,0.719,0.236,0.138,118.4,1
197,2006,New York Mets,5.15,4362,877,5.4,111,0.293,0.264,0.27,0.334,0.34,0.445,0.438,0.78,0.778,100,0.525,-2.3,-0.5,0.762,0.299,0.181,168.8,1
198,2006,New York Yankees,5.74,4300,981,6.1,112,0.315,0.285,0.277,0.363,0.341,0.461,0.44,0.824,0.781,111,0.57,104.9,9.5,0.822,0.31,0.177,167.3,1
199,2006,Oakland Athletics,4.76,4342,786,4.8,108,0.285,0.26,0.272,0.34,0.336,0.412,0.432,0.752,0.768,97,0.464,-15.0,-1.5,0.71,0.277,0.152,90.5,1
200,2006,Philadelphia Phillies,5.34,4410,950,5.8,117,0.302,0.267,0.278,0.347,0.35,0.447,0.452,0.794,0.801,98,0.556,-21.6,-2.4,0.779,0.302,0.18,129.0,0
201,2006,Pittsburgh Pirates,4.27,4383,743,4.5,111,0.31,0.263,0.27,0.327,0.34,0.397,0.438,0.723,0.779,86,0.447,-110.2,-10.5,0.66,0.224,0.134,91.8,0
202,2006,San Diego Padres,4.51,4375,806,4.9,105,0.299,0.263,0.261,0.332,0.33,0.416,0.424,0.749,0.754,99,0.485,6.3,0.4,0.714,0.271,0.154,139.5,1
203,2006,Seattle Mariners,4.67,4360,788,4.8,108,0.3,0.272,0.272,0.325,0.336,0.424,0.432,0.749,0.768,95,0.464,-49.5,-4.7,0.695,0.236,0.153,131.2,0
204,2006,San Francisco Giants,4.63,4332,760,4.7,113,0.282,0.259,0.272,0.324,0.343,0.422,0.442,0.746,0.785,90,0.463,-91.6,-8.8,0.691,0.259,0.163,85.6,0
205,2006,St. Louis Cardinals,4.85,4310,834,5.2,112,0.292,0.269,0.271,0.337,0.342,0.431,0.44,0.769,0.782,97,0.508,-28.5,-3.0,0.722,0.264,0.163,89.4,1
206,2006,Tampa Bay Devil Rays,4.25,4310,743,4.6,110,0.285,0.255,0.274,0.314,0.339,0.42,0.436,0.733,0.775,89,0.442,-100.9,-9.5,0.69,0.261,0.165,157.2,0
207,2006,Texas Rangers,5.15,4328,855,5.3,112,0.311,0.278,0.277,0.338,0.341,0.446,0.44,0.784,0.781,101,0.504,3.6,0.2,0.733,0.263,0.168,82.2,0
208,2006,Toronto Blue Jays,4.99,4272,892,5.6,111,0.306,0.284,0.275,0.348,0.34,0.463,0.438,0.811,0.778,108,0.53,70.4,6.4,0.769,0.276,0.179,98.0,0
209,2006,Washington Nationals,4.6,4363,820,5.0,107,0.301,0.262,0.265,0.338,0.335,0.418,0.43,0.756,0.765,98,0.494,2.2,-0.1,0.727,0.275,0.156,140.6,0
210,2007,Arizona Diamondbacks,4.4,4306,754,4.7,117,0.282,0.25,0.281,0.321,0.351,0.413,0.449,0.734,0.8,83,0.465,-151.2,-14.4,0.698,0.277,0.163,133.1,1
211,2007,Atlanta Braves,5.0,4396,870,5.3,109,0.314,0.275,0.27,0.339,0.339,0.435,0.432,0.774,0.771,101,0.521,5.9,0.3,0.726,0.26,0.16,93.9,0
212,2007,Baltimore Orioles,4.67,4368,787,4.8,108,0.302,0.272,0.272,0.333,0.34,0.412,0.426,0.746,0.765,95,0.478,-44.4,-4.3,0.703,0.248,0.141,143.0,0
213,2007,Boston Red Sox,5.35,4282,940,5.9,112,0.315,0.279,0.278,0.362,0.346,0.444,0.435,0.806,0.781,107,0.568,63.1,5.7,0.793,0.301,0.165,121.6,1
214,2007,Chicago Cubs,4.64,4358,819,5.1,115,0.308,0.271,0.279,0.333,0.349,0.422,0.445,0.754,0.794,90,0.498,-93.7,-9.1,0.703,0.248,0.15,109.6,1
215,2007,Chicago White Sox,4.28,4359,704,4.3,110,0.278,0.246,0.276,0.318,0.344,0.404,0.431,0.722,0.775,86,0.428,-125.3,-12.0,0.668,0.262,0.158,110.6,0
216,2007,Cincinnati Reds,4.83,4401,851,5.2,115,0.298,0.267,0.278,0.335,0.347,0.436,0.444,0.772,0.791,95,0.511,-52.8,-5.2,0.735,0.277,0.17,131.5,0
217,2007,Cleveland Indians,5.01,4346,848,5.2,108,0.31,0.268,0.272,0.343,0.34,0.428,0.425,0.771,0.765,102,0.514,16.3,1.4,0.738,0.27,0.159,102.5,1
218,2007,Colorado Rockies,5.28,4398,931,5.7,117,0.322,0.28,0.281,0.354,0.351,0.437,0.449,0.791,0.8,98,0.552,-19.0,-2.1,0.765,0.279,0.158,126.2,1
219,2007,Detroit Tigers,5.48,4339,929,5.7,109,0.323,0.287,0.273,0.345,0.341,0.458,0.427,0.802,0.769,108,0.556,59.7,5.3,0.767,0.266,0.171,130.2,0
220,2007,Florida Marlins,4.88,4378,890,5.5,108,0.315,0.267,0.269,0.336,0.338,0.448,0.43,0.784,0.768,104,0.533,29.0,2.4,0.758,0.286,0.181,137.9,0
221,2007,Houston Astros,4.46,4440,786,4.8,111,0.291,0.26,0.273,0.33,0.342,0.412,0.436,0.742,0.778,91,0.47,-80.7,-7.8,0.689,0.256,0.152,93.6,0
222,2007,Kansas City Royals,4.36,4370,687,4.2,107,0.305,0.261,0.271,0.322,0.339,0.388,0.424,0.71,0.762,87,0.416,-111.0,-10.5,0.64,0.21,0.126,88.4,0
223,2007,Los Angeles Angels of Anaheim,5.07,4274,811,5.1,108,0.315,0.284,0.272,0.345,0.34,0.417,0.426,0.762,0.765,99,0.501,0.9,-0.1,0.719,0.239,0.133,130.5,1
224,2007,Los Angeles Dodgers,4.54,4349,803,5.0,112,0.303,0.275,0.274,0.337,0.344,0.406,0.438,0.743,0.781,91,0.49,-80.1,-7.7,0.7,0.237,0.131,132.9,0
225,2007,Milwaukee Brewers,4.94,4350,866,5.4,111,0.289,0.262,0.273,0.329,0.342,0.456,0.436,0.785,0.778,101,0.524,-5.3,-0.8,0.755,0.296,0.194,135.6,0
226,2007,Minnesota Twins,4.43,4320,725,4.5,103,0.291,0.264,0.265,0.33,0.332,0.391,0.414,0.721,0.746,94,0.445,-41.6,-4.1,0.668,0.234,0.127,114.9,0
227,2007,New York Mets,4.96,4357,878,5.4,109,0.303,0.275,0.27,0.342,0.339,0.432,0.432,0.775,0.771,101,0.529,11.0,0.8,0.764,0.282,0.157,187.8,0
228,2007,New York Yankees,5.98,4334,1003,6.2,108,0.318,0.29,0.272,0.366,0.34,0.463,0.426,0.829,0.765,116,0.591,145.9,13.4,0.823,0.3,0.174,152.6,1
229,2007,Oakland Athletics,4.57,4383,796,4.8,102,0.29,0.256,0.264,0.338,0.33,0.407,0.412,0.745,0.743,101,0.481,27.4,2.4,0.704,0.275,0.151,79.7,0
230,2007,Philadelphia Phillies,5.51,4391,981,6.0,115,0.311,0.274,0.278,0.354,0.347,0.458,0.444,0.812,0.791,105,0.576,43.0,3.8,0.813,0.318,0.184,167.5,1
231,2007,Pittsburgh Pirates,4.47,4377,766,4.7,108,0.303,0.263,0.269,0.325,0.338,0.411,0.43,0.736,0.768,92,0.465,-68.5,-6.6,0.678,0.239,0.149,93.2,0
232,2007,San Diego Padres,4.55,4449,775,4.7,102,0.291,0.251,0.26,0.322,0.328,0.411,0.416,0.732,0.744,97,0.463,-11.4,-1.2,0.683,0.265,0.16,83.2,0
233,2007,Seattle Mariners,4.9,4312,807,5.0,103,0.313,0.287,0.266,0.337,0.333,0.425,0.416,0.762,0.749,103,0.495,24.3,2.2,0.695,0.216,0.138,105.9,0
234,2007,San Francisco Giants,4.22,4409,714,4.4,112,0.281,0.254,0.274,0.322,0.344,0.387,0.438,0.708,0.781,82,0.43,-156.9,-15.0,0.657,0.244,0.133,124.7,0
235,2007,St. Louis Cardinals,4.48,4325,770,4.8,110,0.303,0.274,0.272,0.337,0.341,0.405,0.434,0.743,0.775,92,0.473,-59.2,-5.8,0.68,0.227,0.132,80.2,0
236,2007,Tampa Bay Devil Rays,4.83,4346,847,5.2,105,0.318,0.268,0.269,0.336,0.336,0.433,0.42,0.769,0.756,103,0.514,25.9,2.2,0.74,0.277,0.165,154.1,0
237,2007,Texas Rangers,5.04,4348,795,4.9,108,0.305,0.263,0.272,0.328,0.34,0.426,0.425,0.754,0.765,97,0.484,-36.1,-3.5,0.709,0.265,0.163,118.0,0
238,2007,Toronto Blue Jays,4.65,4332,777,4.8,107,0.29,0.259,0.271,0.327,0.339,0.419,0.424,0.746,0.762,95,0.476,-37.5,-3.7,0.696,0.263,0.16,84.7,0
239,2007,Washington Nationals,4.15,4375,722,4.4,106,0.3,0.256,0.265,0.325,0.334,0.39,0.424,0.715,0.758,89,0.438,-77.9,-7.5,0.656,0.237,0.134,88.4,0
240,2008,Arizona Diamondbacks,4.44,4293,766,4.8,114,0.299,0.251,0.275,0.327,0.348,0.415,0.439,0.742,0.788,88,0.489,-103.6,-10.0,0.703,0.279,0.164,85.0,0
241,2008,Atlanta Braves,4.65,4363,825,5.1,106,0.309,0.27,0.265,0.345,0.336,0.408,0.423,0.753,0.759,99,0.516,1.5,-0.2,0.705,0.254,0.138,80.2,0
242,2008,Baltimore Orioles,4.86,4296,822,5.1,106,0.296,0.267,0.269,0.333,0.337,0.429,0.423,0.762,0.76,100,0.514,-1.7,-0.4,0.72,0.265,0.162,110.1,0
243,2008,Boston Red Sox,5.22,4303,927,5.8,111,0.315,0.28,0.276,0.358,0.345,0.447,0.434,0.805,0.779,107,0.568,62.6,5.7,0.793,0.298,0.168,141.7,1
244,2008,Chicago Cubs,5.31,4314,907,5.6,114,0.321,0.278,0.275,0.354,0.348,0.443,0.439,0.797,0.788,103,0.564,22.1,2.0,0.773,0.288,0.165,118.1,1
245,2008,Chicago White Sox,4.98,4361,820,5.0,109,0.281,0.263,0.273,0.332,0.341,0.448,0.428,0.78,0.77,102,0.506,4.5,0.3,0.736,0.288,0.185,104.3,1
246,2008,Cincinnati Reds,4.35,4375,754,4.6,110,0.278,0.247,0.27,0.321,0.342,0.408,0.43,0.729,0.772,89,0.473,-100.8,-9.9,0.686,0.27,0.161,116.9,0
247,2008,Cleveland Indians,4.97,4332,824,5.1,104,0.305,0.262,0.266,0.339,0.333,0.424,0.417,0.763,0.751,103,0.512,34.0,3.1,0.729,0.271,0.162,106.2,0
248,2008,Colorado Rockies,4.61,4379,827,5.1,115,0.308,0.263,0.278,0.336,0.351,0.415,0.443,0.751,0.794,89,0.515,-96.1,-9.5,0.724,0.274,0.152,149.9,0
249,2008,Detroit Tigers,5.07,4361,859,5.3,107,0.301,0.271,0.27,0.34,0.339,0.444,0.425,0.784,0.763,105,0.528,33.8,3.1,0.742,0.28,0.173,95.8,0
250,2008,Florida Marlins,4.78,4323,821,5.1,109,0.3,0.254,0.269,0.326,0.341,0.433,0.428,0.759,0.769,97,0.518,-32.9,-3.4,0.725,0.286,0.179,111.3,0
251,2008,Houston Astros,4.42,4285,753,4.7,105,0.296,0.263,0.264,0.323,0.335,0.415,0.421,0.737,0.756,95,0.482,-45.1,-4.6,0.687,0.246,0.152,135.5,0
252,2008,Kansas City Royals,4.27,4351,704,4.3,104,0.307,0.269,0.266,0.32,0.333,0.397,0.417,0.717,0.751,91,0.438,-76.6,-7.4,0.641,0.205,0.128,95.3,0
253,2008,Los Angeles Angels of Anaheim,4.72,4324,761,4.7,107,0.299,0.268,0.27,0.33,0.339,0.413,0.425,0.743,0.763,95,0.476,-50.8,-5.0,0.695,0.246,0.145,142.4,1
254,2008,Los Angeles Dodgers,4.32,4349,762,4.7,106,0.301,0.264,0.265,0.333,0.336,0.399,0.423,0.732,0.759,93,0.481,-52.5,-5.3,0.684,0.248,0.134,131.3,1
255,2008,Milwaukee Brewers,4.63,4369,813,5.0,106,0.287,0.253,0.265,0.325,0.336,0.431,0.423,0.757,0.759,99,0.508,-13.3,-1.5,0.729,0.291,0.179,139.8,1
256,2008,Minnesota Twins,5.09,4377,796,4.9,102,0.316,0.279,0.263,0.34,0.331,0.408,0.413,0.748,0.744,102,0.491,23.0,2.1,0.698,0.234,0.129,106.3,0
257,2008,New York Mets,4.93,4402,847,5.2,106,0.296,0.266,0.265,0.34,0.336,0.42,0.423,0.761,0.759,101,0.524,8.6,0.6,0.737,0.283,0.154,153.1,0
258,2008,New York Yankees,4.87,4318,832,5.2,108,0.302,0.271,0.272,0.342,0.34,0.427,0.426,0.769,0.767,101,0.518,1.4,-0.1,0.733,0.266,0.156,142.6,0
259,2008,Oakland Athletics,4.01,4345,662,4.1,100,0.289,0.242,0.261,0.318,0.328,0.369,0.41,0.686,0.738,87,0.411,-91.6,-8.8,0.635,0.244,0.127,103.3,0
260,2008,Philadelphia Phillies,4.93,4346,856,5.3,110,0.283,0.255,0.27,0.332,0.342,0.438,0.43,0.77,0.772,99,0.534,-16.9,-1.8,0.756,0.309,0.182,166.3,1
261,2008,Pittsburgh Pirates,4.54,4421,769,4.7,104,0.29,0.258,0.262,0.32,0.334,0.403,0.419,0.723,0.752,92,0.478,-62.3,-6.2,0.664,0.236,0.145,83.1,0
262,2008,San Diego Padres,3.93,4429,707,4.3,96,0.294,0.25,0.251,0.317,0.321,0.39,0.401,0.707,0.722,96,0.439,-9.5,-1.1,0.642,0.237,0.14,58.4,0
263,2008,Seattle Mariners,4.14,4392,700,4.3,102,0.294,0.265,0.263,0.318,0.331,0.389,0.413,0.707,0.744,90,0.431,-79.7,-7.7,0.635,0.208,0.124,104.3,0
264,2008,San Francisco Giants,3.95,4377,695,4.3,110,0.305,0.262,0.27,0.321,0.342,0.382,0.43,0.703,0.772,83,0.436,-146.1,-14.2,0.638,0.213,0.12,100.5,0
265,2008,St. Louis Cardinals,4.81,4348,889,5.5,106,0.312,0.281,0.265,0.35,0.336,0.433,0.423,0.783,0.759,107,0.551,57.4,5.1,0.74,0.262,0.152,102.9,0
266,2008,Tampa Bay Rays,4.78,4334,829,5.1,106,0.302,0.26,0.269,0.34,0.337,0.422,0.423,0.762,0.76,101,0.514,6.9,0.6,0.746,0.292,0.162,158.8,1
267,2008,Texas Rangers,5.56,4342,967,6.0,106,0.325,0.283,0.269,0.354,0.337,0.462,0.423,0.816,0.76,114,0.583,121.2,11.3,0.797,0.293,0.179,114.3,0
268,2008,Toronto Blue Jays,4.41,4331,736,4.5,103,0.295,0.264,0.265,0.331,0.332,0.399,0.415,0.731,0.747,96,0.46,-25.3,-2.5,0.676,0.24,0.135,97.9,0
269,2008,Washington Nationals,3.98,4411,683,4.2,106,0.292,0.251,0.265,0.323,0.336,0.373,0.423,0.696,0.759,84,0.425,-124.4,-12.1,0.633,0.227,0.122,95.7,0
270,2009,Arizona Diamondbacks,4.44,4385,789,4.8,111,0.299,0.253,0.272,0.324,0.345,0.418,0.431,0.742,0.777,91,0.501,-88.8,-8.8,0.707,0.278,0.165,128.3,0
271,2009,Atlanta Braves,4.54,4390,791,4.8,106,0.3,0.263,0.265,0.339,0.338,0.405,0.42,0.744,0.758,97,0.502,-19.2,-2.1,0.696,0.257,0.142,83.5,0
